SKU,Model,MSE,RMSE,MAE,R2
0058794-A,Lasso,0.2638523014233241,0.5136655540556755,0.33573232323232327,-0.008114925249492977
0058794-A,Elastic Net,0.2638523014233241,0.5136655540556755,0.33573232323232327,-0.008114925249492977
0058794-A,SVR,0.2766002242606331,0.5259279648969363,0.2870534513815006,-0.056821611561852725
0058794-A,Decision Tree,0.2907777777777778,0.5392381456998177,0.3088888888888889,-0.11099056603773594
0058794-A,Random Forest,0.2934741154494972,0.5417325128229772,0.3091842231842232,-0.12129261091553167
0058794-A,Gradient Boosting,0.29171066179175703,0.5401024549025463,0.32080465199988073,-0.1145548870345432
0058794-A,XGBoost,0.29024971841046815,0.5387482885452799,0.30893944945548557,-0.10897298071924144
0058794-A,CatBoost,0.2904239996921919,0.5389100107552205,0.3093188643300289,-0.1096388667484689
0232822-F,Linear Regression,25308.219168347554,159.08557184216158,86.72691674061996,-836.4043107173824
0232822-F,Ridge,24266.687305521118,155.7776855185656,85.05442705134118,-801.9418593738604
0232822-F,Lasso,22777.839977367363,150.9232916993509,82.39137805323449,-752.6785286628907
0232822-F,Elastic Net,8583.310971975267,92.64616004981139,56.24043415811151,-283.00661304329924
0232822-F,SVR,29.068438155647968,5.391515385830589,1.6047193980623728,0.03817667867341279
0232822-F,Decision Tree,2062.777777777778,45.41781344117942,17.666666666666668,-67.25367647058823
0232822-F,Random Forest,2093.619915534052,45.75609156750664,18.040689033189036,-68.27418838164142
0232822-F,Gradient Boosting,2052.567605754765,45.305271280004106,18.755495638536058,-66.91583989629737
0232822-F,XGBoost,2062.76055416082,45.41762382776999,17.667108067007373,-67.25310657149772
0232822-F,CatBoost,2062.665474907843,45.41657709369832,17.673082645094226,-67.24996056680364
0111152-F,Linear Regression,580.8049102438358,24.099894403167742,15.432816743888798,-0.4789013918245819
0111152-F,Ridge,585.441033688705,24.19588877658155,15.822693935775977,-0.49070633578142475
0111152-F,Lasso,584.853440475375,24.183743309822304,16.407632666886844,-0.48921014935859386
0111152-F,Elastic Net,645.3247384536925,25.40324267595955,20.307450905393804,-0.6431879914330134
0111152-F,SVR,425.41636773515705,20.6256240568657,10.378416441638036,-0.08323612154785365
0111152-F,Decision Tree,474.1818181818182,21.775716249570717,13.454545454545455,-0.20740740740740748
0111152-F,Random Forest,462.4541478181818,21.504747099609933,13.108987012987013,-0.1775452837962963
0111152-F,Gradient Boosting,468.5607509741956,21.64626413435343,13.38180319821807,-0.19309450479540557
0111152-F,XGBoost,474.17742301367815,21.775615330311062,13.454310169014867,-0.20739621600705083
0111152-F,CatBoost,474.18338559231705,21.775752239413386,13.454141356464845,-0.2074113984989554
0055920-A,Linear Regression,0.1254780562924528,0.3542288191161933,0.1688020854514892,-0.14722794324528254
0055920-A,Ridge,0.12542308129348576,0.3541512124693148,0.16874091273052638,-0.1467253146832983
